,path,class
105,./static/Dataset/Land/n02115641_5486.JPEG,Land
106,./static/Dataset/Land/ILSVRC2012_val_00030485.JPEG,Land
107,./static/Dataset/Land/n02134084_18801.JPEG,Land
108,./static/Dataset/Land/n02412080_12649.JPEG,Land
109,./static/Dataset/Land/n02504458_3427.JPEG,Land
110,./static/Dataset/Land/n02403003_656.JPEG,Land
111,./static/Dataset/Land/ILSVRC2012_val_00026228.JPEG,Land
112,./static/Dataset/Land/n02489166_10738.JPEG,Land
113,./static/Dataset/Land/n02130308_18272.JPEG,Land
114,./static/Dataset/Land/n02437312_24043.JPEG,Land
115,./static/Dataset/Land/n02423022_4432.JPEG,Land
116,./static/Dataset/Land/ILSVRC2012_val_00041495.JPEG,Land
117,./static/Dataset/Land/n02115641_19700.JPEG,Land
118,./static/Dataset/Land/n02422699_9947.JPEG,Land
119,./static/Dataset/Land/ILSVRC2012_val_00000530.JPEG,Land
120,./static/Dataset/Land/n02114548_2462.JPEG,Land
121,./static/Dataset/Land/n02484975_79.JPEG,Land
122,./static/Dataset/Land/ILSVRC2012_val_00008415.JPEG,Land
123,./static/Dataset/Land/n02119022_1555.JPEG,Land
124,./static/Dataset/Land/n02412080_12126.JPEG,Land
125,./static/Dataset/Land/ILSVRC2012_val_00036547.JPEG,Land
126,./static/Dataset/Land/n02410509_3297.JPEG,Land
127,./static/Dataset/Land/n02483362_3388.JPEG,Land
128,./static/Dataset/Land/ILSVRC2012_val_00003170.JPEG,Land
129,./static/Dataset/Land/n02492035_15947.JPEG,Land
130,./static/Dataset/Land/n01882714_27708.JPEG,Land
131,./static/Dataset/Land/n02492035_9698.JPEG,Land
132,./static/Dataset/Land/n02486410_4784.JPEG,Land
133,./static/Dataset/Land/n02115913_11850.JPEG,Land
134,./static/Dataset/Land/n02493509_14051.JPEG,Land
135,./static/Dataset/Land/ILSVRC2012_val_00041991.JPEG,Land
136,./static/Dataset/Land/n02114855_12242.JPEG,Land
137,./static/Dataset/Land/n02389026_7606.JPEG,Land
138,./static/Dataset/Land/n02481823_13214.JPEG,Land
139,./static/Dataset/Land/ILSVRC2012_val_00046612.JPEG,Land
140,./static/Dataset/Land/n02398521_28231.JPEG,Land
141,./static/Dataset/Land/n02129604_14948.JPEG,Land
142,./static/Dataset/Land/n02125311_21556.JPEG,Land
143,./static/Dataset/Land/n02437616_12697.JPEG,Land
144,./static/Dataset/Land/n02119022_12839.JPEG,Land
145,./static/Dataset/Land/n02116738_32379.JPEG,Land
146,./static/Dataset/Land/n02492660_10318.JPEG,Land
147,./static/Dataset/Land/n02128757_9953.JPEG,Land
148,./static/Dataset/Land/n02132136_5612.JPEG,Land
149,./static/Dataset/Land/n02422106_821.JPEG,Land
150,./static/Dataset/Land/n02510455_14506.JPEG,Land
151,./static/Dataset/Land/n02493509_13669.JPEG,Land
152,./static/Dataset/Land/n02134418_2521.JPEG,Land
153,./static/Dataset/Land/ILSVRC2012_val_00047795.JPEG,Land
154,./static/Dataset/Land/n02125311_2401.JPEG,Land
155,./static/Dataset/Land/n02410509_8199.JPEG,Land
156,./static/Dataset/Land/n02395406_23849.JPEG,Land
157,./static/Dataset/Land/n02129165_1837.JPEG,Land
158,./static/Dataset/Land/ILSVRC2012_val_00020325.JPEG,Land
159,./static/Dataset/Land/ILSVRC2012_val_00009418.JPEG,Land
160,./static/Dataset/Land/n01883070_6615.JPEG,Land
161,./static/Dataset/Land/n02128925_77549.JPEG,Land
162,./static/Dataset/Land/n02114367_6501.JPEG,Land
163,./static/Dataset/Land/ILSVRC2012_val_00013015.JPEG,Land
164,./static/Dataset/Land/n02114367_6014.JPEG,Land
165,./static/Dataset/Land/n02120079_2469.JPEG,Land
166,./static/Dataset/Land/ILSVRC2012_val_00047424.JPEG,Land
167,./static/Dataset/Land/n02116738_1614.JPEG,Land
168,./static/Dataset/Land/n02504458_1705.JPEG,Land
169,./static/Dataset/Land/n02134084_21170.JPEG,Land
170,./static/Dataset/Land/n02129165_15462.JPEG,Land
171,./static/Dataset/Land/n02114548_2012.JPEG,Land
172,./static/Dataset/Land/n02493509_1223.JPEG,Land
173,./static/Dataset/Land/n02504013_2149.JPEG,Land
174,./static/Dataset/Land/n02480495_3500.JPEG,Land
175,./static/Dataset/Land/n02120505_9655.JPEG,Land
176,./static/Dataset/Land/n02422699_7611.JPEG,Land
177,./static/Dataset/Land/n02480495_632.JPEG,Land
178,./static/Dataset/Land/n02486410_3489.JPEG,Land
179,./static/Dataset/Land/ILSVRC2012_val_00047920.JPEG,Land
180,./static/Dataset/Land/n02397096_7531.JPEG,Land
181,./static/Dataset/Land/n02437312_2218.JPEG,Land
182,./static/Dataset/Land/n02483362_172.JPEG,Land
183,./static/Dataset/Land/n02397096_3122.JPEG,Land
184,./static/Dataset/Land/n02488291_3474.JPEG,Land
185,./static/Dataset/Land/n01704323_4150.JPEG,Land
186,./static/Dataset/Land/n02114367_4642.JPEG,Land
187,./static/Dataset/Land/n02398521_12480.JPEG,Land
188,./static/Dataset/Land/ILSVRC2012_val_00006256.JPEG,Land
189,./static/Dataset/Land/n02510455_84173.JPEG,Land
190,./static/Dataset/Land/n02115913_11098.JPEG,Land
191,./static/Dataset/Land/n01704323_751.JPEG,Land
192,./static/Dataset/Land/n02128925_30596.JPEG,Land
193,./static/Dataset/Land/n01877812_359.JPEG,Land
194,./static/Dataset/Land/ILSVRC2012_val_00038538.JPEG,Land
195,./static/Dataset/Land/n02488291_3527.JPEG,Land
196,./static/Dataset/Land/n01883070_1607.JPEG,Land
197,./static/Dataset/Land/n02134084_7441.JPEG,Land
198,./static/Dataset/Land/ILSVRC2012_val_00022420.JPEG,Land
199,./static/Dataset/Land/n02494079_3541.JPEG,Land
200,./static/Dataset/Land/n02389026_6888.JPEG,Land
201,./static/Dataset/Land/n02396427_38366.JPEG,Land
202,./static/Dataset/Land/n02134084_26836.JPEG,Land
203,./static/Dataset/Land/n02133161_12794.JPEG,Land
204,./static/Dataset/Land/n02397096_8113.JPEG,Land
205,./static/Dataset/Land/n02115913_11866.JPEG,Land
206,./static/Dataset/Land/n02437312_11287.JPEG,Land
207,./static/Dataset/Land/ILSVRC2012_val_00004683.JPEG,Land
208,./static/Dataset/Land/n02510455_1856.JPEG,Land
209,./static/Dataset/Land/n02134418_569.JPEG,Land
210,./static/Dataset/Land/n02483362_5840.JPEG,Land
211,./static/Dataset/Land/n02492660_1263.JPEG,Land
212,./static/Dataset/Land/n02492660_10683.JPEG,Land
213,./static/Dataset/Land/n02510455_6043.JPEG,Land
214,./static/Dataset/Land/ILSVRC2012_val_00000013.JPEG,Land
215,./static/Dataset/Land/n02116738_48417.JPEG,Land
216,./static/Dataset/Land/n02437312_2259.JPEG,Land
217,./static/Dataset/Land/n02422699_34225.JPEG,Land
218,./static/Dataset/Land/n02127052_1366.JPEG,Land
219,./static/Dataset/Land/n02422699_12252.JPEG,Land
220,./static/Dataset/Land/n02412080_5406.JPEG,Land
221,./static/Dataset/Land/n02398521_9915.JPEG,Land
222,./static/Dataset/Land/ILSVRC2012_val_00029186.JPEG,Land
223,./static/Dataset/Land/ILSVRC2012_val_00042098.JPEG,Land
224,./static/Dataset/Land/n02480855_46692.JPEG,Land
225,./static/Dataset/Land/ILSVRC2012_val_00037032.JPEG,Land
226,./static/Dataset/Land/n02114712_20512.JPEG,Land
227,./static/Dataset/Land/n02408429_6678.JPEG,Land
228,./static/Dataset/Land/ILSVRC2012_val_00002669.JPEG,Land
229,./static/Dataset/Land/n02492035_2099.JPEG,Land
230,./static/Dataset/Land/n01704323_1041.JPEG,Land
231,./static/Dataset/Land/ILSVRC2012_val_00005006.JPEG,Land
232,./static/Dataset/Land/n02114548_106.JPEG,Land
233,./static/Dataset/Land/n02494079_3214.JPEG,Land
234,./static/Dataset/Land/n02114855_5963.JPEG,Land
235,./static/Dataset/Land/n02422699_9009.JPEG,Land
236,./static/Dataset/Land/n02134418_3900.JPEG,Land
237,./static/Dataset/Land/n01877812_6885.JPEG,Land
238,./static/Dataset/Land/n02493793_1023.JPEG,Land
239,./static/Dataset/Land/ILSVRC2012_val_00020061.JPEG,Land
240,./static/Dataset/Land/n02493793_3858.JPEG,Land
241,./static/Dataset/Land/n02128925_20369.JPEG,Land
242,./static/Dataset/Land/n02114367_2313.JPEG,Land
243,./static/Dataset/Land/n02487347_20728.JPEG,Land
244,./static/Dataset/Land/n02115641_3677.JPEG,Land
245,./static/Dataset/Land/n02115641_4448.JPEG,Land
246,./static/Dataset/Land/n02487347_6046.JPEG,Land
247,./static/Dataset/Land/ILSVRC2012_val_00004355.JPEG,Land
248,./static/Dataset/Land/n02494079_5682.JPEG,Land
249,./static/Dataset/Land/n02437616_1488.JPEG,Land
250,./static/Dataset/Land/n02398521_9743.JPEG,Land
251,./static/Dataset/Land/n02488291_2822.JPEG,Land
252,./static/Dataset/Land/n02120505_6934.JPEG,Land
253,./static/Dataset/Land/n02437312_6959.JPEG,Land
254,./static/Dataset/Land/n02437312_8414.JPEG,Land
255,./static/Dataset/Land/n02128757_12633.JPEG,Land
256,./static/Dataset/Land/n02422699_5587.JPEG,Land
257,./static/Dataset/Land/n02504458_4881.JPEG,Land
258,./static/Dataset/Land/n02437312_12254.JPEG,Land
259,./static/Dataset/Land/n02128925_11930.JPEG,Land
260,./static/Dataset/Land/n02510455_7541.JPEG,Land
261,./static/Dataset/Land/n02408429_5500.JPEG,Land
262,./static/Dataset/Land/n02415577_3546.JPEG,Land
263,./static/Dataset/Land/n02488702_2307.JPEG,Land
264,./static/Dataset/Land/n02128925_16426.JPEG,Land
265,./static/Dataset/Land/n02130308_848.JPEG,Land
266,./static/Dataset/Land/n02422106_9600.JPEG,Land
267,./static/Dataset/Land/n02483708_4661.JPEG,Land
268,./static/Dataset/Land/n02417914_3876.JPEG,Land
269,./static/Dataset/Land/n02415577_2992.JPEG,Land
270,./static/Dataset/Land/n02493793_8756.JPEG,Land
271,./static/Dataset/Land/n02504013_6063.JPEG,Land
272,./static/Dataset/Land/ILSVRC2012_val_00007646.JPEG,Land
273,./static/Dataset/Land/n02510455_11708.JPEG,Land
274,./static/Dataset/Land/n02423022_7746.JPEG,Land
275,./static/Dataset/Land/n02423022_56.JPEG,Land
276,./static/Dataset/Land/n02423022_1738.JPEG,Land
277,./static/Dataset/Land/n02483362_3629.JPEG,Land
278,./static/Dataset/Land/n02115641_7360.JPEG,Land
279,./static/Dataset/Land/n02488702_3541.JPEG,Land
280,./static/Dataset/Land/n02410509_153.JPEG,Land
281,./static/Dataset/Land/n02128925_25468.JPEG,Land
282,./static/Dataset/Land/n02484975_13281.JPEG,Land
283,./static/Dataset/Land/n02114548_15045.JPEG,Land
284,./static/Dataset/Land/n02134084_4257.JPEG,Land
285,./static/Dataset/Land/n02494079_1053.JPEG,Land
286,./static/Dataset/Land/n02504013_8883.JPEG,Land
287,./static/Dataset/Land/n02117135_3623.JPEG,Land
288,./static/Dataset/Land/n02481823_1460.JPEG,Land
289,./static/Dataset/Land/ILSVRC2012_val_00030426.JPEG,Land
290,./static/Dataset/Land/n02417914_15336.JPEG,Land
291,./static/Dataset/Land/ILSVRC2012_val_00002557.JPEG,Land
292,./static/Dataset/Land/n02127052_3622.JPEG,Land
293,./static/Dataset/Land/n02129604_13629.JPEG,Land
294,./static/Dataset/Land/n02480495_15844.JPEG,Land
295,./static/Dataset/Land/n02130308_18052.JPEG,Land
296,./static/Dataset/Land/n02389026_26341.JPEG,Land
297,./static/Dataset/Land/n01883070_977.JPEG,Land
298,./static/Dataset/Land/n02484975_7697.JPEG,Land
299,./static/Dataset/Land/n02389026_7037.JPEG,Land
300,./static/Dataset/Land/n02504458_12000.JPEG,Land
301,./static/Dataset/Land/n02415577_24535.JPEG,Land
302,./static/Dataset/Land/n02114712_23779.JPEG,Land
303,./static/Dataset/Land/n01704323_1810.JPEG,Land
304,./static/Dataset/Land/n02114367_19347.JPEG,Land
305,./static/Dataset/Land/n02410509_6889.JPEG,Land
306,./static/Dataset/Land/n02481823_9904.JPEG,Land
307,./static/Dataset/Land/n02117135_8468.JPEG,Land
308,./static/Dataset/Land/n02437616_12767.JPEG,Land
309,./static/Dataset/Land/n02391049_377.JPEG,Land
310,./static/Dataset/Land/ILSVRC2012_val_00010182.JPEG,Land
311,./static/Dataset/Land/n02119789_8906.JPEG,Land
312,./static/Dataset/Land/n02128385_6062.JPEG,Land
313,./static/Dataset/Land/n02423022_2791.JPEG,Land
314,./static/Dataset/Land/n02500267_3346.JPEG,Land
315,./static/Dataset/Land/n02480495_4179.JPEG,Land
316,./static/Dataset/Land/n01871265_7905.JPEG,Land
317,./static/Dataset/Land/n01704323_12172.JPEG,Land
318,./static/Dataset/Land/n02134084_22008.JPEG,Land
319,./static/Dataset/Land/n01882714_23746.JPEG,Land
320,./static/Dataset/Land/ILSVRC2012_val_00027834.JPEG,Land
321,./static/Dataset/Land/n02483362_1068.JPEG,Land
322,./static/Dataset/Land/ILSVRC2012_val_00025665.JPEG,Land
323,./static/Dataset/Land/n01883070_1368.JPEG,Land
324,./static/Dataset/Land/n02494079_3868.JPEG,Land
325,./static/Dataset/Land/n02114548_24758.JPEG,Land
326,./static/Dataset/Land/n02483362_11108.JPEG,Land
327,./static/Dataset/Land/n02423022_1847.JPEG,Land
328,./static/Dataset/Land/n02500267_6017.JPEG,Land
329,./static/Dataset/Land/n02120079_2794.JPEG,Land
330,./static/Dataset/Land/n02134084_10303.JPEG,Land
331,./static/Dataset/Land/n02117135_7621.JPEG,Land
332,./static/Dataset/Land/ILSVRC2012_val_00021333.JPEG,Land
333,./static/Dataset/Land/n02422106_4530.JPEG,Land
334,./static/Dataset/Land/n02116738_13468.JPEG,Land
335,./static/Dataset/Land/n02494079_8232.JPEG,Land
336,./static/Dataset/Land/n02500267_9024.JPEG,Land
337,./static/Dataset/Land/ILSVRC2012_val_00014354.JPEG,Land
338,./static/Dataset/Land/n01877812_5969.JPEG,Land
339,./static/Dataset/Land/n02494079_4587.JPEG,Land
340,./static/Dataset/Land/n02489166_9585.JPEG,Land
341,./static/Dataset/Land/ILSVRC2012_val_00033861.JPEG,Land
342,./static/Dataset/Land/n02483708_4621.JPEG,Land
343,./static/Dataset/Land/n02484975_10510.JPEG,Land
344,./static/Dataset/Land/n02128925_8355.JPEG,Land
345,./static/Dataset/Land/n02410509_1823.JPEG,Land
346,./static/Dataset/Land/n02422699_1592.JPEG,Land
347,./static/Dataset/Land/n01871265_1255.JPEG,Land
348,./static/Dataset/Land/n02492035_1437.JPEG,Land
349,./static/Dataset/Land/n02483362_12266.JPEG,Land
350,./static/Dataset/Land/n02481823_4361.JPEG,Land
351,./static/Dataset/Land/n02437616_1718.JPEG,Land
352,./static/Dataset/Land/n02389026_8854.JPEG,Land
353,./static/Dataset/Land/n01871265_13073.JPEG,Land
354,./static/Dataset/Land/n02115641_4737.JPEG,Land
355,./static/Dataset/Land/ILSVRC2012_val_00030575.JPEG,Land
356,./static/Dataset/Land/n02510455_4454.JPEG,Land
357,./static/Dataset/Land/ILSVRC2012_val_00011101.JPEG,Land
358,./static/Dataset/Land/n02134418_4952.JPEG,Land
359,./static/Dataset/Land/n02130308_13872.JPEG,Land
360,./static/Dataset/Land/n02488291_6421.JPEG,Land
361,./static/Dataset/Land/ILSVRC2012_val_00023420.JPEG,Land
362,./static/Dataset/Land/n01877812_7515.JPEG,Land
363,./static/Dataset/Land/n02437616_1574.JPEG,Land
364,./static/Dataset/Land/n02489166_808.JPEG,Land
365,./static/Dataset/Land/ILSVRC2012_val_00046388.JPEG,Land
366,./static/Dataset/Land/n02114712_16289.JPEG,Land
367,./static/Dataset/Land/n02510455_13020.JPEG,Land
368,./static/Dataset/Land/n02486410_5264.JPEG,Land
369,./static/Dataset/Land/n02119022_81.JPEG,Land
370,./static/Dataset/Land/n02417914_39371.JPEG,Land
371,./static/Dataset/Land/n02437616_15831.JPEG,Land
372,./static/Dataset/Land/n02134418_1947.JPEG,Land
373,./static/Dataset/Land/n02115913_6.JPEG,Land
374,./static/Dataset/Land/n01871265_11873.JPEG,Land
375,./static/Dataset/Land/n02500267_4006.JPEG,Land
376,./static/Dataset/Land/n01704323_8099.JPEG,Land
377,./static/Dataset/Land/n02500267_10816.JPEG,Land
378,./static/Dataset/Land/n02480855_16330.JPEG,Land
379,./static/Dataset/Land/n02389026_6427.JPEG,Land
380,./static/Dataset/Land/n02128757_5855.JPEG,Land
381,./static/Dataset/Land/n02395406_7801.JPEG,Land
382,./static/Dataset/Land/n02483362_22994.JPEG,Land
383,./static/Dataset/Land/ILSVRC2012_val_00013002.JPEG,Land
384,./static/Dataset/Land/n02423022_559.JPEG,Land
385,./static/Dataset/Land/n02492660_2788.JPEG,Land
386,./static/Dataset/Land/n02408429_1578.JPEG,Land
387,./static/Dataset/Land/ILSVRC2012_val_00024234.JPEG,Land
388,./static/Dataset/Land/n02398521_29769.JPEG,Land
389,./static/Dataset/Land/n02133161_10593.JPEG,Land
390,./static/Dataset/Land/n02114548_4539.JPEG,Land
391,./static/Dataset/Land/n02114367_13459.JPEG,Land
392,./static/Dataset/Land/n02422106_2020.JPEG,Land
393,./static/Dataset/Land/n02117135_17649.JPEG,Land
394,./static/Dataset/Land/n02114712_3309.JPEG,Land
395,./static/Dataset/Land/n01704323_3051.JPEG,Land
396,./static/Dataset/Land/ILSVRC2012_val_00011592.JPEG,Land
397,./static/Dataset/Land/n02493509_3177.JPEG,Land
398,./static/Dataset/Land/n02481823_7648.JPEG,Land
399,./static/Dataset/Land/n02128757_5947.JPEG,Land
400,./static/Dataset/Land/n02486261_4055.JPEG,Land
401,./static/Dataset/Land/n02129604_18419.JPEG,Land
402,./static/Dataset/Land/n02423022_3051.JPEG,Land
403,./static/Dataset/Land/n02487347_2710.JPEG,Land
404,./static/Dataset/Land/n02493509_23138.JPEG,Land
405,./static/Dataset/Land/n02114548_351.JPEG,Land
406,./static/Dataset/Land/ILSVRC2012_val_00014505.JPEG,Land
407,./static/Dataset/Land/n02493509_16299.JPEG,Land
408,./static/Dataset/Land/n02412080_10881.JPEG,Land
409,./static/Dataset/Land/ILSVRC2012_val_00032964.JPEG,Land
410,./static/Dataset/Land/n02119022_1036.JPEG,Land
411,./static/Dataset/Land/n02415577_9424.JPEG,Land
412,./static/Dataset/Land/n02422106_1163.JPEG,Land
413,./static/Dataset/Land/n02128385_977.JPEG,Land
414,./static/Dataset/Land/n02115641_647.JPEG,Land
415,./static/Dataset/Land/n02483708_4532.JPEG,Land
416,./static/Dataset/Land/n02500267_11196.JPEG,Land
417,./static/Dataset/Land/n02410509_4.JPEG,Land
418,./static/Dataset/Land/n02133161_5643.JPEG,Land
419,./static/Dataset/Land/n02129165_9460.JPEG,Land
420,./static/Dataset/Land/ILSVRC2012_val_00017145.JPEG,Land
421,./static/Dataset/Land/ILSVRC2012_val_00002717.JPEG,Land
422,./static/Dataset/Land/n02410509_8507.JPEG,Land
423,./static/Dataset/Land/n02116738_6754.JPEG,Land
424,./static/Dataset/Land/n02134418_5380.JPEG,Land
425,./static/Dataset/Land/n02389026_7735.JPEG,Land
426,./static/Dataset/Land/n02422699_4342.JPEG,Land
427,./static/Dataset/Land/n02423022_5078.JPEG,Land
428,./static/Dataset/Land/n02114712_21945.JPEG,Land
429,./static/Dataset/Land/n02119789_9638.JPEG,Land
430,./static/Dataset/Land/n02488291_5149.JPEG,Land
431,./static/Dataset/Land/n02119022_9144.JPEG,Land
432,./static/Dataset/Land/n02120505_16099.JPEG,Land
433,./static/Dataset/Land/n02437616_163.JPEG,Land
434,./static/Dataset/Land/n02114712_16620.JPEG,Land
435,./static/Dataset/Land/n02500267_14510.JPEG,Land
436,./static/Dataset/Land/n02134084_7817.JPEG,Land
437,./static/Dataset/Land/n02481823_7465.JPEG,Land
438,./static/Dataset/Land/n02504458_98.JPEG,Land
439,./static/Dataset/Land/ILSVRC2012_val_00005969.JPEG,Land
440,./static/Dataset/Land/n02395406_7114.JPEG,Land
441,./static/Dataset/Land/n02510455_4205.JPEG,Land
442,./static/Dataset/Land/n02422106_912.JPEG,Land
443,./static/Dataset/Land/n02504013_24680.JPEG,Land
444,./static/Dataset/Land/n02483362_4895.JPEG,Land
445,./static/Dataset/Land/n01883070_2712.JPEG,Land
446,./static/Dataset/Land/n02494079_6095.JPEG,Land
447,./static/Dataset/Land/ILSVRC2012_val_00013151.JPEG,Land
448,./static/Dataset/Land/n02423022_1742.JPEG,Land
449,./static/Dataset/Land/ILSVRC2012_val_00021889.JPEG,Land
450,./static/Dataset/Land/n02483362_24913.JPEG,Land
451,./static/Dataset/Land/n02481823_750.JPEG,Land
452,./static/Dataset/Land/n02483362_2936.JPEG,Land
453,./static/Dataset/Land/n02492035_13579.JPEG,Land
454,./static/Dataset/Land/ILSVRC2012_val_00033969.JPEG,Land
455,./static/Dataset/Land/n02492660_22141.JPEG,Land
456,./static/Dataset/Land/n02120079_10650.JPEG,Land
457,./static/Dataset/Land/n02119789_10912.JPEG,Land
458,./static/Dataset/Land/n02114548_4919.JPEG,Land
459,./static/Dataset/Land/ILSVRC2012_val_00037615.JPEG,Land
460,./static/Dataset/Land/n02490219_4100.JPEG,Land
461,./static/Dataset/Land/n02415577_7733.JPEG,Land
462,./static/Dataset/Land/n02415577_7226.JPEG,Land
463,./static/Dataset/Land/n02119022_9133.JPEG,Land
464,./static/Dataset/Land/n02492660_8472.JPEG,Land
465,./static/Dataset/Land/n02493793_7553.JPEG,Land
